"","Session","Drill","Position","Date","Start.Time","Duration","Day.Code","Participation","Zone","Squad","HR.Training.Effect","Session.RPE","Distance","Distance.Zone.1","Distance.Zone.2","Distance.Zone.3","Distance.Zone.4","Distance.Zone.5","Distance.Zone.6","Max.Speed","Avg.Speed","Max.HR","Avg.HR","HR.Exertion","Time.in.HR.Zone.1","Time.in.HR.Zone.2","Time.in.HR.Zone.3","Time.in.HR.Zone.4","Time.in.HR.Zone.5","Time.in.HR.Zone.6","Speed.Exertion","Sprint.Count","Accelerations.Zone.1","Accelerations.Zone.2","Accelerations.Zone.3","Decelerations.Zone.1","Decelerations.Zone.2","Decelerations.Zone.3","New.Bodyload","Impacts.Zone.1","Impacts.Zone.2","Impacts.Zone.3","Impacts.Zone.4","Impacts.Zone.5","Impacts.Zone.6","Collisions","Running.Series","Running.Imbalance","Running.Imbalance.Standard.Deviation","Running.Symmetry.Footstrikes","Metabolic.Load.Time.Zone.1","Metabolic.Load.Time.Zone.2","Metabolic.Load.Time.Zone.3","Metabolic.Load.Time.Zone.4","Metabolic.Load.Time.Zone.5","Metabolic.Load..relative.","Metabolic.Power.Average","High.Metabolic.Power.Distance","Equivalent.Distance","Metabolic.Load.Distance.Zone.1","Metabolic.Load.Distance.Zone.2","Metabolic.Load.Distance.Zone.3","Metabolic.Load.Distance.Zone.4","Metabolic.Load.Distance.Zone.5","Metabolic.Load..absolute.","Repeat.Sprints","Sprint.Max.Acceleration","Sprint.Total.Distance","Work.Rate.Interval.Count","Work.Rate.Interval.Duration","Work.Rate.Interval.Distance","Name"
"691","2015-11-12","2v2s with GKs - 2 Def Working 1 min","Centre Midfield","2015-11-12 17:42:00","2015-11-12 17:42:00",17.83,"Day 1","Full","SPI IQ Absolutes","",0,0,987.28,20.54,150.19,124.91,91.55,62.21,204.08,20.74,2.39,190,159.26,119.21,0.46,3.85,3.05,4.46,3.78,2.23,1162.4,20,21,8,0,24,1,0,34.17,1152,271,43,10,11,0,14,1,-4.9,0,10,6.5,1.6,0.7,0.4,0.1,5.6,5.2,251.2,1206,470.2,265.9,142.9,82.3,25.9,504,8,0,80.1,1,1,100.23,4
"692","2015-11-12","4v4 with Corner Passes","Centre Midfield","2015-11-12 18:03:00","2015-11-12 18:03:00",11,"Day 1","Full","SPI IQ Absolutes","",0,0,866.05,12.79,102.03,134.81,118.04,85.92,221.51,20.77,3.99,179,142.93,44.73,0.84,5.57,2.17,1.79,0.48,0.14,1331.7,28,17,6,0,24,5,2,20.03,1109,176,22,8,2,0,3,0,0,0,0,5.2,1.6,0.7,0.2,0.1,4.8,7.3,200.4,1038.9,424.2,240.7,129.6,54,16.8,434.2,25,0,115.9,6,6,684.75,4
"693","2015-11-13","","Centre Midfield","2015-11-13 16:33:00","2015-11-13 16:33:00",87.57,"Day 2","Full","SPI IQ Absolutes","",0,0,4796.63,93.46,789.85,890.88,471.84,358.41,1104.02,24.23,2.69,191,135.81,317.03,6.35,51.06,12.46,10.09,5.31,2.31,6476,148,53,7,1,67,7,1,138.04,5052,876,130,48,19,23,27,8,-3.1,3.2,112,36.1,8.4,2.9,0.9,0.1,25,4.7,830.2,5372.7,2609.7,1355.8,590.5,211.8,27.9,2245.6,111,0,725.3,21,21,2193.6,4
"694","2015-11-13","SAQ Finishing - Hurdles & Slalom from Half way","Centre Midfield","2015-11-13 16:50:00","2015-11-13 16:50:00",10,"Day 2","Full","SPI IQ Absolutes","",0,0,562.17,5.65,67.06,57.98,33.8,33.22,112.99,19.01,2.09,168,139.38,36.76,0.13,6.49,2.12,1.2,0.05,0,612.4,13,11,1,0,12,0,0,51.5,505,176,59,29,15,13,14,5,-3.4,1.4,75,3,1.1,0.5,0.1,0,2.9,4.8,131.4,616.7,215.3,215.4,103,28.4,0,257.8,7,0,66.9,1,1,100.15,4
"695","2015-11-13","Passing to Finish - Left","Centre Midfield","2015-11-13 17:01:00","2015-11-13 17:01:00",9.58,"Day 2","Full","SPI IQ Absolutes","",0,0,757.5,9.08,66.2,120.1,94.62,78.29,244.22,20.16,4.11,175,153.19,52.8,0.2,2.81,3.46,2.15,0.96,0,1393.4,33,4,2,0,13,0,0,18.89,1011,163,19,7,1,0,5,0,0,0,0,4.3,1.5,0.5,0.2,0,4.1,7.1,152.1,874,371.9,232.5,103.8,46.6,1.7,365.3,26,0,182.1,4,4,410.59,4
"696","2015-11-13","Passing To Finish - Right","Centre Midfield","2015-11-13 17:12:00","2015-11-13 17:12:00",9.83,"Day 2","Full","SPI IQ Absolutes","",0,0,745.06,13.77,75.25,112.4,76.69,65.94,233.1,20.09,3.82,191,133.73,37.37,1.15,4.74,1.42,1.43,0.72,0.37,1299.6,35,5,2,0,18,0,0,24.59,906,179,18,8,1,5,5,0,0,0,0,4.5,1.5,0.6,0.2,0,4,6.8,156.6,862.3,358.4,229.7,112.8,39.8,4,360.4,27,0,167.8,4,4,400.83,4
"697","2015-11-13","11 v 11 2/3 Pitch 1H","Centre Midfield","2015-11-13 17:28:00","2015-11-13 17:28:00",10.02,"Day 2","Full","SPI IQ Absolutes","",0,0,929.26,13.31,167.66,189.55,106.83,69.7,219.03,22.82,4.95,173,155.08,57.8,0.78,2.23,2.33,2.71,1.97,0,1300.6,28,11,0,1,10,1,0,14.71,939,129,14,1,2,1,2,1,-8.4,0,12,7.1,1.7,0.4,0.1,0,4.8,7.9,126.5,1024.9,540.8,261.9,87.8,31.2,7.5,428.3,23,0,127.5,4,4,403.37,4
"698","2015-11-13","11 v 11 2/3 Pitch 2H","Centre Midfield","2015-11-13 17:41:00","2015-11-13 17:41:00",10.5,"Day 2","Full","SPI IQ Absolutes","",0,0,1108.35,11.44,106.94,223.32,117.84,65.24,233.3,24.23,5.05,189,161.65,61.05,1.84,1.8,1.49,2.17,1.28,1.92,1366.8,32,20,2,0,13,6,1,18.17,1135,178,17,3,0,2,1,1,3.9,0,13,6.5,1.9,0.8,0.2,0,5.8,9.2,248.8,1247.9,534.6,323.8,171.5,62.6,14.7,521.6,24,0,152.2,7,7,804.29,4
"699","2015-12-18","","Centre Midfield","2015-12-18 18:28:00","2015-12-18 18:28:00",74.43,"Day 4","Full","SPI IQ Absolutes","",0,0,4377.38,110.12,860.1,1096.86,584.26,244.94,709.06,20.7,3.05,190,133.27,250.24,10.11,39.4,10.05,9.06,4.14,1.67,4655.7,95,41,18,0,64,15,2,94.03,5176,531,79,21,10,7,17,3,0.1,4.7,37,38.8,6.3,2.3,0.5,0.2,22.8,5.1,632.6,4916.8,2762.5,981.9,456.6,125.6,50.4,2055,72,0,414.5,20,20,2174.13,4
"700","2015-12-18","5v2 10x10","Centre Midfield","2015-12-18 18:36:00","2015-12-18 18:36:00",14.75,"Day 4","Full","SPI IQ Absolutes","",0,0,623.52,50.87,229.62,138.43,63.14,27.06,52.68,17.46,2.33,170,115.51,33.27,1.61,10.13,1.37,1.33,0.31,0,416.4,7,2,0,0,3,0,0,12.81,763,87,16,3,2,1,0,0,0,0,0,7.9,1.1,0.3,0,0,3.5,3.9,58.3,743.4,426.5,138.7,51.9,6.3,0,310.7,1,0,27.9,1,1,100.18,4
"701","2015-12-18","11 v 11 1 Touch Small Pitch","Centre Midfield","2015-12-18 18:53:00","2015-12-18 18:53:00",8,"Day 4","Full","SPI IQ Absolutes","",0,0,719.01,6.44,78.29,237.96,138.54,34.32,100.78,16.88,4.8,178,133.03,24.53,0.29,5.96,1.02,0.35,0.32,0.06,754.6,8,8,7,0,14,6,1,22.56,1008,95,25,9,5,4,4,0,0,0,0,5.7,0.9,0.2,0.2,0.1,3.8,8,106,826.1,484,129,45.4,38.4,22.3,345.3,4,0,50.4,5,5,510.02,4
"702","2015-12-18","11 v 11 2 Touch Half Pitch Narrow","Centre Midfield","2015-12-18 19:02:00","2015-12-18 19:02:00",9.33,"Day 4","Full","SPI IQ Absolutes","",0,0,693.6,11.93,91.07,123.8,93.85,64.69,187.93,20.7,3.9,188,155.78,54.1,0.53,2.36,2.48,1.69,1.34,0.93,1102.6,30,9,4,0,17,4,0,13.6,824,114,9,3,0,1,1,0,0,0,0,4.4,1.3,0.5,0.1,0,3.7,6.6,132.2,795.4,358,203.4,92.4,31.9,7.8,332.4,27,0,124.5,4,4,409.57,4
"703","2015-12-18","11 v 11 2/3 Pitch 1H","Centre Midfield","2015-12-18 19:13:00","2015-12-18 19:13:00",10.25,"Day 4","Full","SPI IQ Absolutes","",0,0,636.78,14.8,114.2,131.67,62.51,43.33,119.19,18.07,3.04,185,147.81,43.45,1.09,4.93,1.45,1.91,0.3,0.57,718.1,17,7,0,0,6,1,0,11.37,808,89,11,3,2,1,3,2,-2.4,3.7,25,5,1,0.5,0.1,0,3.3,5.3,114.2,699.9,352.4,169.5,100.1,11.8,2.3,292.5,13,0,70.8,2,2,240.3,4
"704","2015-12-18","11 v 11 2/3 Pitch 2H","Centre Midfield","2015-12-18 19:26:00","2015-12-18 19:26:00",7.58,"Day 4","Full","SPI IQ Absolutes","",0,0,899.66,7.12,63.64,144.07,120.61,59.73,219.24,19.26,5.83,190,159.04,47.38,0.69,1.39,1.34,2.19,1.86,0.12,1262.6,29,13,6,0,18,4,1,13.14,1054,126,15,2,1,0,2,1,5.2,0,12,4.6,1.7,0.7,0.1,0,4.6,10.2,191.3,998.6,411,295.9,147,32.8,11.5,417.4,25,0,129.5,7,7,837.29,4
"705","2016-01-01","","Centre Midfield","2016-01-01 18:29:00","2016-01-01 18:29:00",98.68,"Day 2","Full","SPI IQ Absolutes","",0,0,5823.59,108.24,956.5,1119.75,805.54,484.1,1218.07,23.18,3,194,137.2,385.97,14.34,46.86,9.16,11.63,7.01,9.68,7696.6,141,51,11,1,91,14,1,72.08,6832,442,45,15,3,1,8,3,-1.8,1.1,35,43.3,11,3.4,0.6,0.2,30.1,5.1,895.2,6488.4,3211.5,1716.7,690.6,149.2,55.4,2711.9,104,0,723.4,34,34,3719.22,4
"706","2016-01-01","Warm Up - With Ball","Centre Midfield","2016-01-01 18:37:00","2016-01-01 18:37:00",23.33,"Day 2","Full","SPI IQ Absolutes","",0,0,985.7,30.97,122.61,143.15,175.53,133.71,278.35,14,2.32,188,132.47,80.72,1.36,14.61,2.16,3.14,1.21,0.85,1772.5,28,5,0,0,20,0,0,18.55,1866,91,6,4,0,0,2,0,0,0,0,6.9,2.7,0.5,0.1,0,5.1,3.7,93.8,1108.5,501,388.7,84.7,9,0,463.3,19,0,163.6,4,4,400.75,4
"707","2016-01-01","Possession x4 Sets","Centre Midfield","2016-01-01 19:04:00","2016-01-01 19:04:00",22.75,"Day 2","Full","SPI IQ Absolutes","",0,0,1890.39,37.73,306.86,416.76,312.35,175.51,371.77,21.06,4.51,194,150.4,117.49,2.79,9,0.63,2.98,3.91,3.43,2510.1,44,22,7,0,35,6,0,25.58,2185,168,18,8,2,0,3,0,0,0,0,14.3,3.4,1.1,0.3,0.1,10.1,7.4,300.5,2164.4,1092.3,496.7,212.7,67.3,20.5,904.6,30,0,180.4,10,10,1029.77,4
"708","2016-01-01","11 v 11 2/3 Pitch 1H","Centre Midfield","2016-01-01 19:30:00","2016-01-01 19:30:00",10.83,"Day 2","Full","SPI IQ Absolutes","",0,0,1311.69,7,98.88,252.34,183.01,89.4,256.56,23.18,5.89,189,137.5,34.45,3.58,3.64,1.15,0.35,0.35,1.77,1606.4,36,8,3,1,15,6,1,14.58,1432,88,11,3,1,0,3,2,-1.1,0.9,22,7,2.5,0.8,0.1,0.1,6.6,10.2,246.8,1431.6,621.9,442,184.4,34.2,28.2,598.3,30,0,162.1,10,10,1156.62,4
"709","2016-01-01","11 v 11 2/3 Pitch 2H","Centre Midfield","2016-01-01 19:43:00","2016-01-01 19:43:00",9.67,"Day 2","Full","SPI IQ Absolutes","",0,0,1107.94,11.77,83.14,209.94,122.43,74.02,278.65,20.92,5.66,188,148.96,42.12,2.57,2.87,0.49,1.38,0.34,2.01,1587.4,30,15,1,0,19,2,0,11.25,1259,93,9,0,0,0,0,1,-2.8,0,13,6,2,0.9,0.1,0,5.7,9.7,246.4,1217.9,522.3,338.9,203.1,36.6,6.7,509.1,24,0,189.3,9,9,1034.36,4
"710","2016-01-02","","Centre Midfield","2016-01-02 18:50:00","2016-01-02 18:50:00",103.95,"Day 3","Full","SPI IQ Absolutes","",0,0,5325.86,90.9,866.07,951.55,405.31,262.35,778.79,27.14,2.08,196,138.17,424.95,10.42,54.62,8.29,9,12.28,9.33,4746.7,92,57,19,2,61,16,4,78.18,5288,620,69,14,8,7,12,17,-3.1,3,315,37.2,6.9,4.1,1.2,0.4,28.2,4.5,1529.5,6071.9,2604.4,1191.6,1060.6,344.2,124.7,2537.8,67,0,414.5,28,28,3066.11,4
"711","2016-01-02","5v2 10x10","Centre Midfield","2016-01-02 19:11:00","2016-01-02 19:11:00",10.75,"Day 3","Full","SPI IQ Absolutes","",0,0,237.82,21.51,108.7,54.33,18.28,12.8,20.48,12.2,1.32,161,127.25,25.97,0.84,8.02,1.6,0.29,0,0,164.3,4,0,0,0,0,0,0,4.83,317,24,6,4,1,0,0,0,0,0,0,3.9,0.3,0.1,0,0,1.5,2.3,21,316.3,181.9,34.9,17.8,2.5,0.7,132.2,2,0,11.2,0,0,0,4
"712","2016-01-02","3 Colours Possession 1/4 Pitch 7v7v7","Centre Midfield","2016-01-02 19:23:00","2016-01-02 19:23:00",16.75,"Day 3","Full","SPI IQ Absolutes","",0,0,1818.38,17.5,245.42,341.39,200.16,128.99,390.32,20.74,5.43,196,157.11,108.89,1.31,4.27,1.01,1.75,3.12,5.28,2313.2,46,28,8,0,29,6,2,29.32,1969,208,26,4,2,4,6,0,0,0,0,11.5,3,1.3,0.4,0.1,9.5,9.4,396,2041.1,936.3,485.5,270.1,105.9,20,853.1,38,0,220.6,12,12,1400.25,4
"713","2016-01-02","Relay Running - Around Pitch","Centre Midfield","2016-01-02 19:42:00","2016-01-02 19:42:00",8.33,"Day 3","Full","SPI IQ Absolutes","",0,0,738.98,4.54,42.6,40.22,9,8.39,29.37,25.42,1.24,181,159.72,47.89,2.08,1.39,0.08,0.94,2.66,1.18,165,3,4,3,0,3,0,0,9.56,604,141,5,0,0,0,0,13,-3.3,2.4,275,1.9,0.4,1.1,0.3,0.1,3.8,7.6,505.5,821.7,124.6,108.8,389.9,95.1,20.6,343.5,0,0,8.6,4,4,407.56,4
"714","2016-01-02","Finishing Combinations","Centre Midfield","2016-01-02 19:53:00","2016-01-02 19:53:00",19.5,"Day 3","Full","SPI IQ Absolutes","",0,0,732.89,7.95,53.4,112.09,53.64,31.35,106.04,27.14,1.2,181,150.59,99.11,1.27,8.47,2.58,3.22,3.25,0.7,619.4,11,9,5,1,12,5,0,14.02,754,95,15,3,2,2,3,1,5.5,0,10,3.6,0.9,0.6,0.2,0.2,4.1,3.5,277.8,893.4,286.4,168.7,150.9,73.6,53.3,373.4,5,0,46.2,2,2,200.16,4
"715","2016-01-02","3 Colour Possession Transition 2x 1/4Pitch","Centre Midfield","2016-01-02 20:15:00","2016-01-02 20:15:00",11.5,"Day 3","Full","SPI IQ Absolutes","",0,0,1178.14,14.87,122.6,152.49,112.89,67.11,206.87,25.45,4.3,190,162.23,71.6,1.86,1.81,0.97,2.34,2.43,2.09,1222.4,26,16,3,1,17,5,2,18.23,1385,143,17,3,3,1,3,3,-4.6,4.3,30,6.4,2,1,0.3,0.1,6.3,9.1,329.2,1359.3,487,361.5,232,67.2,30.1,568.1,21,0,110.3,9,9,1047.5,4
"716","2016-01-03","","Centre Midfield","2016-01-03 18:31:00","2016-01-03 18:31:00",89.04,"Day 4","Full","SPI IQ Absolutes","",0,0,4965.16,96.77,915.83,832.54,544.04,342.64,950.57,29.88,2.64,194,127.31,258.08,10.67,58.99,6.04,3.91,5.28,4.15,5768.9,115,55,22,0,71,12,3,75.54,5802,617,73,18,4,0,4,12,-0.7,3.7,137,37.4,7.7,2.8,1.2,0.5,26.9,5,1031.3,5796.3,2678.5,1255.1,584.3,290.5,156.4,2422.6,85,0,598.7,19,19,2022.05,4
